Data ID No,Chemical Name,Chemical Class,Carbon Number,CAS,SMILES,Inoculum description,DT50,log(DT50),Innoculum,StudyT,logfoc,logWSratio,log_Tdose,log_Dose,Disp,bond:C#N_nitrile_generic,bond:C#N_nitrile,bond:CN_amine_aliphatic_generic,bond:CS_sulfide_dialkyl,bond:CS_sulfide,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneCyclic_hexyl_C6,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_propyl_C3,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_stearyl_C18,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:alkeneLinear_mono-ene_ehtylene_terminal,chain:alkeneLinear_mono-ene_ethylene_generic,chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,ring:aromatic_benzene,ring:aromatic_biphenyl,ring:aromatic_phenyl,ring:fused_[5_6]_indane,ring:fused_[6_6]_naphthalene,ring:fused_PAH_acenaphthylene,ring:fused_PAH_anthracene,ring:fused_PAH_benz(a)anthracene,ring:fused_PAH_benzophenanthrene,ring:fused_PAH_fluorene,ring:fused_PAH_phenanthrene,ring:fused_PAH_pyrene,ring:hetero_[5]_N_pyrrole,ring:hetero_[5]_N_pyrrole_generic,ring:hetero_[5]_N_S_thiazole,ring:hetero_[5]_O_furan,ring:hetero_[5]_O_oxolane,ring:hetero_[5]_S_thiophene,ring:hetero_[5]_Z_1_3-Z,ring:hetero_[5]_Z_1-Z,ring:hetero_[5_6]_N_indole,ring:hetero_[5_6]_N_S_benzothiazole_(1_3-),ring:hetero_[5_6]_O_benzofuran,ring:hetero_[5_6]_Z_generic,ring:hetero_[6]_N_pyrazine,ring:hetero_[6]_N_pyridine,ring:hetero_[6]_N_pyridine_generic,ring:hetero_[6]_Z_1-,ring:hetero_[6]_Z_1_4-,ring:hetero_[6]_Z_generic,ring:hetero_[6_5_6]_N_carbazole,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,ring:hetero_[6_6]_N_isoquinoline,ring:hetero_[6_6]_N_quinoline,ring:hetero_[6_6]_N_quinoxaline,ring:hetero_[6_6]_Z_generic,ring:hetero_[6_6_6]_N_acridine,Compartment assignment,Matrix location,Approximate location coordinates,Matrix collection Temperature (oC),abs(diff(T)),Matrix storage,Study system,Study matrix volume (L),Matrix Organic Carbon Content (%),pH,Study moisture content (%),Study Sediment:Water ratio,Study Agitation,Study Agitation description,Study Aeration,Study Aeration description,Study duration (d),Study controls,Abiotic control type,Test substance type,Test substance description,Test substance physical form,Test substance dosing stratgy,Total hydrocarbon dose (ppm),Initial test substance concentration (ppm),Final test substance concentration (ppm),Kinetics used,R2 (if applicable),Lag (d),Rate (d-1),Halflife (d),Study reference,Study comments,Other comments,Soil classification,Non standard inoculum,pH,Organic carbon,Sampling and storage,"Nutrient supplemenation (N,P)",Non-routine experimental setup,Soil moisture,Soil aeration,Water:Sediment ratio,Sediment agitation and aeration,Light regime,Test substance concentration,"Mixtures, crudes or petroleum products",Temperature,Inoculum,Test system,Flags,Total relevance (Inoculum + Test system ave),HL_bhcw,logHL_bhcw
95,8-Methylquinoline,Het,10,611-32-5,Cc1cccc2cccnc12,Sandy sediment and sterile artifical seawater,37.7,1.575915412,Marine,24,,0.903089987,3,1.612783857,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,Sediment,"Bay St. Louis estuary, MS, USA",30.347°N 89.317°W,,N.D.,,Closed microcosm in glass vessel with various entry/exit ports,0.04,,,,8,Yes,Magnetic stirrer,Yes,Well oxidized (+150 mV) conditions maintained,112,Abiotic control,Extended Autoclave,Synthetic mixture,,Solid,Dissolved in solvent (acetone) and mixed in sediment for 24 hours,1000,41,0,First order rate constant,0.9098,,0.018,37.7,Catallo 1996,System equilibrated for 7 days before start of experiment,"Salinity of seawater 15g/L. Dried, ground Spartina added to each sediment at 5%w/w",N/A,N ,H,L,H,L,N ,N/A,N/A,M,L,L,M,M,H,2.0,1.8,0,1.9,-99,-99
96,8-Methylquinoline,Het,10,611-32-5,Cc1cccc2cccnc12,Clay sediment and sterile artifical seawater,52.1,1.716881594,Marine,24,,0.903089987,3,1.748188027,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,Sediment,"Bay St. Louis estuary, MS, USA",30.347°N 89.317°W,,N.D.,,Closed microcosm in glass vessel with various entry/exit ports,0.04,,,,8,Yes,Magnetic stirrer,Yes,Well oxidized (+150 mV) conditions maintained,112,Abiotic control,Extended Autoclave,Synthetic mixture,,Solid,Dissolved in solvent (acetone) and mixed in sediment for 24 hours,1000,56,0,First order rate constant,0.7706,,0.013,52.1,Catallo 1996,System equilibrated for 7 days before start of experiment,"Salinity of seawater 15g/L. Dried, ground Spartina added to each sediment at 5%w/w",N/A,N ,H,L,H,L,N ,N/A,N/A,M,L,L,M,M,H,2.0,1.8,0,1.9,-99,-99
97,8-Methylquinoline,Het,10,611-32-5,Cc1cccc2cccnc12,Sandy sediment and sterile artifical seawater,87,1.939519253,Marine,24,,0.903089987,3,1.698970004,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,Sediment,"Bay St. Louis estuary, MS, USA",30.347°N 89.317°W,,N.D.,,Closed microcosm in glass vessel with teflon cap,0.04,,,,8,No,Static,Yes,Aerated when sampling,112,Abiotic control,Extended Autoclave,Synthetic mixture,,Solid,Dissolved in solvent (acetone) and mixed in sediment for 24 hours,1000,50,5.393103448,First order rate constant,,,0.008,87,Catallo 1996,,"Salinity of seawater 15g/L. Dried, ground Spartina added to each sediment at 5%w/w",N/A,N ,H,L,H,L,N ,N/A,N/A,M,H,L,M,M,H,2.0,2.2,0,2.1,-99,-99
98,9-Methylcarbazole ,Het,13,1484-12-4,Cn1c2ccccc2c3ccccc13,Sandy sediment and sterile artifical seawater,23.7,1.373865614,Marine,24,,0.903089987,3,1.146128036,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Sediment,"Bay St. Louis estuary, MS, USA",30.347°N 89.317°W,,N.D.,,Closed microcosm in glass vessel with various entry/exit ports,0.04,,,,8,Yes,Magnetic stirrer,Yes,Well oxidized (+150 mV) conditions maintained,112,Abiotic control,Extended Autoclave,Synthetic mixture,,Solid,Dissolved in solvent (acetone) and mixed in sediment for 24 hours,1000,14,0,First order rate constant,0.6955,,0.029,23.7,Catallo 1996,System equilibrated for 7 days before start of experiment,"Salinity of seawater 15g/L. Dried, ground Spartina added to each sediment at 5%w/w",N/A,N ,H,L,H,L,N ,N/A,N/A,M,L,L,M,M,H,2.0,1.8,0,1.9,-99,-99
99,9-Methylcarbazole ,Het,13,1484-12-4,Cn1c2ccccc2c3ccccc13,Clay sediment and sterile artifical seawater,39.6,1.597695186,Marine,24,,0.903089987,3,1.612783857,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Sediment,"Bay St. Louis estuary, MS, USA",30.347°N 89.317°W,,N.D.,,Closed microcosm in glass vessel with various entry/exit ports,0.04,,,,8,Yes,Magnetic stirrer,Yes,Well oxidized (+150 mV) conditions maintained,112,Abiotic control,Extended Autoclave,Synthetic mixture,,Solid,Dissolved in solvent (acetone) and mixed in sediment for 24 hours,1000,41,0,First order rate constant,0.9234,,0.018,39.6,Catallo 1996,System equilibrated for 7 days before start of experiment,"Salinity of seawater 15g/L. Dried, ground Spartina added to each sediment at 5%w/w",N/A,N ,H,L,H,L,N ,N/A,N/A,M,L,L,M,M,H,2.0,1.8,0,1.9,-99,-99
100,9-Methylcarbazole ,Het,13,1484-12-4,Cn1c2ccccc2c3ccccc13,Sandy sediment and sterile artifical seawater,149,2.173186268,Marine,24,,0.903089987,3,1.698970004,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Sediment,"Bay St. Louis estuary, MS, USA",30.347°N 89.317°W,,N.D.,,Closed microcosm in glass vessel with teflon cap,0.04,,,,8,No,Static,Yes,Aerated when sampling,112,Abiotic control,Extended Autoclave,Synthetic mixture,,Solid,Dissolved in solvent (acetone) and mixed in sediment for 24 hours,1000,50,23.95436242,First order rate constant,,,0.005,149,Catallo 1996,,"Salinity of seawater 15g/L. Dried, ground Spartina added to each sediment at 5%w/w",N/A,N ,H,L,H,L,N ,N/A,N/A,M,H,L,M,M,H,2.0,2.2,0,2.1,-99,-99
101,9-Methylphenanthrene,PAH,15,883-20-5,Cc1cc2ccccc2c3ccccc13,Marine sediment and seawater (1600m deep),15.4,1.188866613,Marine,4,,-0.026872146,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.012,,,,0.94,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0449,15.4,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,23.93,1.379
102,9-Methylphenanthrene,PAH,15,883-20-5,Cc1cc2ccccc2c3ccccc13,Marine sediment and seawater (1600m deep),25.3,1.403906575,Marine,4,,0.361727836,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0273,25.3,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,23.93,1.379
103,9-Methylphenanthrene,PAH,15,883-20-5,Cc1cc2ccccc2c3ccccc13,Marine sediment and seawater (1600m deep),28.2,1.449664065,Marine,4,,0.361727836,2.301029996,0.698970004,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and added to test,200,5,0.0000,First order rate constant,,,0.0246,28.2,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,23.93,1.379
104,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,Freshwater river sediment,93,1.968482949,Freshwater,25,0.292256071,-0.301029996,3.255272505,2.77815125,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Chao Phraya River, Thailand",,,N.D.,,Closed microcosm in 30mL glass bottles and sealed with aluminium caps,0.01,1.96,,60% WHC,0.5,No,,No,Oxygen available in headspace,70,Abiotic controls,Extended Autoclave,Synthetic mixture,,Solid,"Solvent dissolved(acetone), added to sediment and evaporated ",1800,600,490,Lag + First order rate constant,0.833,3,0.0077,90,Muangchinda 2107,Unlikely to be enough O2 in headspace for complete mineralisation,,N/A,N ,H,H,H,H,N ,N/A,N/A,L,L,H,M,M,H,3.0,2.0,0,2.5,18.77,1.2736
105,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,Grass land soil and mineral media,3.544117647,0.54950813,Freshwater,21,,1.69019608,0.84509804,0.84509804,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Cass County, North Dakota, USA","46°42'21.1""N 97°26'48.7""W",,N.D.,Sieved through 2 mm sieve and stored in fridge,"Closed microcosm, 50mL centrifuge tube, sealed with teflon lined cap. Incubated in dark",0.05,,,,49,Yes,Shaken 4h/ day on wrist action shaker,No,Oxygen measured and sufficient available for complete mineralisation of test substance,10,Abiotic controls,Extended Autoclave,Synthetic mixture,,Solid,Dissolved in water and added directly,7,7,0.01,Lag + First order rate constant,0.9941,2,0.4488,1.544117647,Mihelcic 1988,,,N/A,Y,H,H,H,L,N ,N/A,N/A,L,L,L,H,M,H,2.5,1.8,1,2.2,18.77,1.2736
106,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,Mangrove swamp sediment,30.4,1.482873584,Brackish,25,0.283301229,-0.124938737,1.954242509,1.477121255,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Samut Songkram, Thailand",,,N.D.,,Closed microcosm in 30mL glass bottles and sealed with aluminium caps,0.02,1.92,,,0.75,No,,No,Oxygen available in headspace,42,Abiotic controls,Extended Autoclave,Synthetic mixture,,Solid,"Solvent dissolved(acetone), added to sediment and evaporated ",90,30,9.6,Lag + First order rate constant,0.8635,14,0.0421,16.4,Muangchinda 2013,Unlikely to be enough O2 in headspace for complete mineralisation,,N/A,N ,H,H,H,H,N ,N/A,N/A,L,L,H,M,M,H,3.0,2.0,0,2.5,18.77,1.2736
107,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,Coastal mudflat sediment,14,1.146128036,Marine,22,,0.602059991,4.301029996,-0.155767399,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Colne Estuary, Essex, UK",51.810°N 0.979°E,Collected 3 July 2006 at low tide,#VALUE!,Sediment cores and seawater collected and and stored at 4oC for maximum of 6 days,Outdoor mesocosms constructed in plastic containers. 20 sediment cores in 42x32x25.5cm container. Seawater reservior was 45x22x24cm. Sediments were intermittently submerged in seawater to reflect tidal conditions.,1.7,,,,4,No,Intact cores used that were intermittently submerged with seawter,Yes,Open mesocosm and submerged with aerated seawater,21,Abiotic control,Extended Autoclave,Crude oil,Forties blend crude oil artifically weathered to removed volatiles. ,Liquid,Vigorously mixed with sterile seawater at a ratio of 25% (vol/vol) until an emulsion was obtained. Emulsion added to top of each sediment core,20000,0.70,0.05,First order rate constant,0.92,,0.0495,14,Coulon 2012,Daily temperature fluctuations between 15 - 30oC throughout experiment,,N/A,N ,L,L,H,H,Y,N/A,N/A,H,H,L,M,M,H,2.0,2.3,1,2.2,18.77,1.2736
108,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,Marine sediment and seawater (1600m deep),18.4,1.265896429,Marine,4,,-0.026872146,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.012,,,,0.94,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0376,18.4,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,18.77,1.2736
109,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,Marine sediment and seawater (1600m deep),45.9,1.66208407,Marine,4,,0.361727836,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0151,45.9,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,18.77,1.2736
110,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,Marine sediment and seawater (1600m deep),26.3,1.420296991,Marine,4,,0.361727836,2.301029996,0.698970004,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and added to test,200,5,0.0000,First order rate constant,,,0.0263,26.3,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,18.77,1.2736
111,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,Coastal mudflat sediment,15.64334086,1.194329508,Marine,22,,0.602059991,4.301029996,0.596124455,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Colne Estuary, Essex, UK",51.810°N 0.979°E,Collected 3 July 2006 at low tide,#VALUE!,Sediment cores and seawater collected and and stored at 4oC for maximum of 6 days,Outdoor mesocosms constructed in plastic containers. 20 sediment cores in 42x32x25.5cm container. Seawater reservior was 45x22x24cm. Sediments were intermittently submerged in seawater to reflect tidal conditions.,1.7,,,,4,No,Intact cores used that were intermittently submerged with seawter,Yes,Open mesocosm and submerged with aerated seawater,21,Abiotic control,Extended Autoclave,Crude oil,Forties blend crude oil artifically weathered to removed volatiles. ,Liquid,Vigorously mixed with sterile seawater at a ratio of 25% (vol/vol) until an emulsion was obtained. Emulsion added to top of each sediment core,20000,3.95,0.62,First order rate constant,0.935,,0.0443,15.64334086,Coulon 2012,Daily temperature fluctuations between 15 - 30oC throughout experiment,,N/A,N ,L,L,H,H,Y,N/A,N/A,H,H,L,M,M,H,2.0,2.3,1,2.2,30.7,1.4871
112,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,Marine sediment and seawater (1600m deep),21.4,1.330120361,Marine,4,,-0.026872146,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.012,,,,0.94,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0324,21.4,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,30.7,1.4871
113,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,Marine sediment and seawater (1600m deep),25.2,1.400701435,Marine,4,,0.361727836,2.301029996,0.698970004,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and Corexit and added to test,200,5,0.0000,First order rate constant,,,0.0275,25.2,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,30.7,1.4871
114,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,Marine sediment and seawater (1600m deep),22.4,1.349548912,Marine,4,,0.361727836,2.301029996,0.698970004,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sediment,"Gulf of Mexico, USA","28.6381°N, 88.5192 °W",4.4,0.4,"No storage, experiment initiated after matrix collected",Closed microcosm. 0.06L wide mouth amber jars with teflon lined screw caps,0.020,,,,2.3,No,,Yes,Passive aeration during sampling. No information on oxygen level,180,Sealed vessel. Abiotic losses found to be insignificant ,,Crude oil,Light Louisiana sweet crude ,Liquid,Premixed in seawater and added to test,200,5,0.0000,First order rate constant,,,0.0310,22.4,Bacosa 2018,"Matrix collected in 2013, 17km from Deepwater Horizon blowout. ",Starting concentration of constituents determined by dividing to total dose by number of measured constituents. Likely to be significantly lower,N/A,N ,L,L,H,H,N ,N/A,N/A,L,H,H,M,M,L,2.0,2.0,0,2.0,30.7,1.4871
